gyro_frequency: 200Hz
output_frequency: unknown
acc_range: -1~1Kdps
acc_switch: on
1731925979494813,27.777779,0.019156,-0.020752,0.001596
1731925979499801,27.747585,0.019688,-0.020752,0.002128
1731925979504789,27.747585,0.019156,-0.020220,0.002661
1731925979509777,27.762682,0.018624,-0.019156,0.001596
1731925979514766,27.762682,0.017560,-0.019688,0.001064
1731925979519754,27.762682,0.018624,-0.019688,0.002128
1731925979524742,27.762682,0.019156,-0.020220,0.002128
1731925979529730,27.747585,0.019156,-0.020752,0.001596
1731925979534719,27.777779,0.019688,-0.019688,0.001064
1731925979539707,27.777779,0.019688,-0.021285,0.001596
1731925979544695,27.792875,0.019688,-0.019688,0.001596
1731925979549683,27.792875,0.019688,-0.020220,0.001064
1731925979554672,27.807972,0.019156,-0.020752,0.002128
1731925979559660,27.807972,0.018624,-0.019156,0.002128
1731925979564648,27.807972,0.018624,-0.020220,0.001064
1731925979569636,27.792875,0.019156,-0.020220,0.001064
1731925979574625,27.777779,0.020220,-0.019688,0.000532
1731925979579613,27.792875,0.017560,-0.019688,0.002128
1731925979584601,27.777779,0.018624,-0.019688,0.001596
1731925979589589,27.777779,0.019156,-0.020220,0.001064
1731925979594578,27.777779,0.018624,-0.020220,0.003193
1731925979599566,27.777779,0.019156,-0.020220,0.001596
1731925979604554,27.777779,0.019688,-0.020220,0.002128
1731925979609542,27.777779,0.019688,-0.020220,0.002128
1731925979614531,27.777779,0.019688,-0.020752,0.001064
1731925979619519,27.792875,0.019156,-0.019688,0.000532
1731925979624507,27.792875,0.019156,-0.020220,0.001596
1731925979629495,27.777779,0.018092,-0.019688,0.001064
1731925979634484,27.807972,0.020220,-0.019156,0.000532
1731925979639472,27.807972,0.019688,-0.019688,0.001064
1731925979644460,27.807972,0.019688,-0.020752,0.002128
1731925979649448,27.807972,0.018092,-0.020220,0.002128
1731925979654438,27.807972,0.018624,-0.019688,0.001596
1731925979659426,27.807972,0.019156,-0.020752,0.001064
1731925979664414,27.807972,0.019688,-0.020220,0.002128
1731925979669402,27.807972,0.019688,-0.019688,0.002128
1731925979674391,27.777779,0.020752,-0.019688,0.001596
1731925979679379,27.777779,0.019156,-0.019688,0.001064
1731925979684367,27.792875,0.019688,-0.020220,0.001596
1731925979689355,27.807972,0.019156,-0.020220,0.001064
1731925979694344,27.792875,0.018624,-0.020752,0.001064
1731925979699332,27.777779,0.018092,-0.019688,0.001596
1731925979704320,27.777779,0.019156,-0.020220,0.001596
1731925979709309,27.777779,0.018624,-0.019156,0.001596
1731925979714297,27.792875,0.019156,-0.019156,0.001064
1731925979719285,27.807972,0.019688,-0.020220,0.001596
1731925979724273,27.807972,0.019156,-0.020220,0.001596
1731925979729262,27.777779,0.018092,-0.019688,0.002128
1731925979734250,27.777779,0.018624,-0.020220,0.001596
1731925979739238,27.777779,0.018624,-0.020220,0.001064
1731925979744226,27.777779,0.019156,-0.019688,0.000532
1731925979749215,27.792875,0.020220,-0.019688,0.001064
1731925979754203,27.807972,0.020220,-0.020220,0.001064
1731925979759191,27.823067,0.018624,-0.020752,0.000532
1731925979764179,27.823067,0.019156,-0.019688,0.002128
1731925979769168,27.807972,0.019156,-0.019688,0.001064
1731925979774156,27.792875,0.019156,-0.019688,0.002128
1731925979779144,27.792875,0.019688,-0.019156,0.001064
1731925979784132,27.792875,0.020220,-0.020220,0.001064
1731925979789121,27.792875,0.019156,-0.020752,0.000532
1731925979794109,27.792875,0.019156,-0.020752,0.001064
1731925979799097,27.792875,0.019156,-0.020752,0.001596
1731925979804085,27.792875,0.018624,-0.019688,0.001064
1731925979809074,27.777779,0.018624,-0.019688,0.001596
1731925979814062,27.777779,0.018092,-0.019156,0.000532
1731925979819050,27.762682,0.019688,-0.019688,0.000000
1731925979824038,27.762682,0.019156,-0.019688,0.001064
1731925979829027,27.777779,0.019688,-0.020220,0.001064
1731925979834015,27.777779,0.019688,-0.020752,0.001064
1731925979839003,27.792875,0.018624,-0.019688,0.002128
1731925979843991,27.777779,0.019688,-0.019156,0.001596
1731925979848980,27.777779,0.019688,-0.019688,0.001064
1731925979853968,27.792875,0.019156,-0.020220,0.001064
1731925979858956,27.807972,0.020220,-0.020220,0.001596
1731925979863944,27.792875,0.019156,-0.019688,0.002128
1731925979868933,27.807972,0.018624,-0.019688,0.001064
1731925979873921,27.807972,0.018092,-0.019688,0.001596
1731925979878909,27.807972,0.018624,-0.019156,0.001596
1731925979883897,27.807972,0.019156,-0.019688,0.001596
1731925979888886,27.792875,0.018624,-0.019688,0.001064
1731925979893874,27.777779,0.018624,-0.020220,0.000532
1731925979898862,27.777779,0.019688,-0.020220,0.001064
1731925979903850,27.777779,0.019156,-0.020220,0.001064
1731925979908839,27.762682,0.020220,-0.019156,0.001064
1731925979913827,27.762682,0.019156,-0.020220,0.000532
